Composition,Alloy_class,Dataset,temperature(K),Citation,log_H2_W% (max)
Ti0.93Zr0.07Mn1.1Cr0.72V0.18,MEA,Extracted,283,https://doi.org/10.1016/j.ijhydene.2021.10.106,1.0367368849500223
Ti0.5Zr0.5Mn1Cr1,MEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2007.01.066,1.1568811967920856
Zr0.525Ti0.525Fe1.1Mn0.9,MEA,Extracted,248,https://doi.org/10.1016/j.ijhydene.2019.11.242,0.9082585601768908
Ti0.95Zr0.05Mn0.9Cr0.9V0.2,MEA,Extracted,293,https://doi.org/10.1016/j.ijhydene.2021.10.106,1.0224509277025458
Ti0.95Zr0.05Mn0.9Cr0.9V0.2,MEA,Extracted,283,https://doi.org/10.1016/j.jallcom.2021.160035,1.0116009116784799
Zr0.525Ti0.525Fe1Mn1,MEA,Extracted,243,https://doi.org/10.1016/j.ijhydene.2019.11.242,0.9477893989335261
Zr0.525Ti0.525Fe1Mn1,MEA,Extracted,248,https://doi.org/10.1016/j.ijhydene.2019.11.242,0.9477893989335261
Ti0.93Zr0.07Mn1.1Cr0.7V0.2,MEA,Extracted,293,https://doi.org/10.1016/j.jallcom.2021.160035,1.0367368849500223
Ti0.93Zr0.07Mn1.1Cr0.7V0.2,MEA,Extracted,283,https://doi.org/10.1016/j.ijhydene.2021.10.106,1.0367368849500223
Ti0.9Zr0.1Mn1.1Cr0.7V0.2,MEA,Extracted,293,https://doi.org/10.1016/j.jallcom.2021.160035,1.0577902941478545
TiCrMn0.7Fe0.2V0.1,MEA,Extracted,293,https://doi.org/10.1016/S0925-8388(98)00213-8,1.0367368849500223
Zr0.525Ti0.525Fe0.95MnV0.05,MEA,Extracted,243,https://doi.org/10.1016/j.ijhydene.2019.11.242,0.9745596399981308
Zr0.525Ti0.525Fe0.95MnV0.05,MEA,Extracted,248,https://doi.org/10.1016/j.ijhydene.2019.11.242,0.9745596399981308
Ti0.8925Zr0.1575Mn1.2Cr0.6V0.1Ni0.1,MEA,Extracted,298,https://doi.org/10.1016/j.pnsc.2017.09.007,1.0260415958332743
Ti0.8925Zr0.1575Mn1.2Cr0.6V0.1Fe0.1,MEA,Extracted,298,https://doi.org/10.1016/j.pnsc.2017.09.007,1.0260415958332743
Ti0.8925Zr0.1575Mn1.2Cr0.6V0.1Cu0.1,MEA,Extracted,273,https://doi.org/10.1016/j.pnsc.2017.09.007,1.0296194171811581
Ti1Cr1Mn0.55Fe0.3V0.15,MEA,Extracted,293,https://doi.org/10.1016/S0925-8388(98)00213-8,1.0402767116551463
Ti0.20Zr0.20Nb0.05Fe0.40Ni0.15,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2020.09.047,0.8671004876833833
Ti1Cr1Mn0.4Fe0.4V0.2,MEA,Extracted,293,https://doi.org/10.1016/S0925-8388(98)00213-8,1.0402767116551463
Ti0.15Zr0.85La0.03Ni1.2 Mn0.7V0.12Fe0.12,MEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2019.03.134,0.9321640810304452
Ti0.15Zr0.85La0.03Ni1.155Mn0.674V0.116Fe0.116,MEA,Extracted,293,https://doi.org/10.1016/j.jallcom.2020.154354,0.9122827104766162
Ti0.15Zr0.85La0.03Ni1.126Mn0.657V0.113Fe0.113,MEA,Extracted,293,https://doi.org/10.1016/j.jallcom.2020.154354,0.9669838461896731
Ti0.15Zr0.85La0.03Ni1.097Mn0.64V0.11Fe0.11,MEA,Extracted,293,https://doi.org/10.1016/j.jallcom.2020.154354,0.9439058989071284
Ti0.5Zr0.5Mn0.8Fe0.2Cr1,MEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2018.10.179,0.9477893989335261
Ti0.5Zr0.5Mn0.6Fe0.4Cr1,HEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2018.10.179,0.9932517730102833
Zr0.225Ti0.225V0.225Fe0.225Al0.10,HEA,Extracted,423,https://doi.org/10.1016/j.ijhydene.2021.12.172,0.832909122935104
Zr0.2Ti0.2Ni0.1Cr0.2Mn0.2,HEA,Extracted,323,https://doi.org/10.1016/j.jallcom.2021.163118,0.9122827104766162
Zr0.2Ti0.2Ni0.125Cr0.2Mn0.2,HEA,Extracted,323,https://doi.org/10.1016/j.jallcom.2021.163118,0.9321640810304452
Zr0.2Ti0.2Ni0.15Cr0.2Mn0.2,HEA,Extracted,323,https://doi.org/10.1016/j.jallcom.2021.163118,0.9516578757114464
Zr0.2Ti0.2Ni0.175Cr0.2Mn0.2,HEA,Extracted,323,https://doi.org/10.1016/j.jallcom.2021.163118,0.9783261227936076
Fe0.2Mn0.2Ti0.2V0.2Zr0.2,HEA,Extracted,278,https://doi.org/10.1016/j.matchemphys.2017.08.008,1.1151415906193203
Cr0.2Mn0.2Ti0.2V0.2Zr0.2,HEA,Extracted,278,https://doi.org/10.1016/j.matchemphys.2017.08.008,1.169381359556317
Cr0.2Fe0.2Ti0.2V0.2Zr0.2,HEA,Extracted,278,https://doi.org/10.1016/j.matchemphys.2017.08.008,1.0885619528146082
Cr0.2Fe0.2Mn0.2V0.2Zr0.2,HEA,Extracted,278,https://doi.org/10.1016/j.matchemphys.2017.08.008,0.7466879474879752
Cr0.2Fe0.2Mn0.2Ti0.2Zr0.2,HEA,Extracted,278,https://doi.org/10.1016/j.matchemphys.2017.08.008,0.9969486348916096
Ti0.2Zr0.2Nb0.2Fe0.2Ni0.2,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2020.09.047,0.9745596399981308
Ti0.2Zr0.2Nb0.2Cr0.2Fe0.2,HEA,Extracted,303,https://doi.org/10.1016/j.ijhydene.2021.04.181,1.0577902941478545
Zr0.2Ti0.2V0.2Fe0.2Al0.2,HEA,Extracted,423,https://doi.org/10.1016/j.ijhydene.2021.12.172,0.712949807856125
Zr0.2Ti0.2Ni0.2Cr0.2Mn0.2,HEA,Extracted,323,https://doi.org/10.1016/j.jallcom.2021.163118,0.9783261227936076
Ti16.67Zr16.67Fe16.67Mn16.67Cr16.67V16.67,HEA,Extracted,303,https://doi.org/10.1016/j.scriptamat.2022.114548,1.0473189942805592
Ti0.2Zr0.2V0.2Cr0.2Ni0.2,HEA,Extracted,305,https://doi.org/10.1016/j.ijhydene.2022.05.107,0.9242589015233319
Co1Fe1Mn1Ti1V1Zr3,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2010.06.012,0.9555114450274363
Co1Fe1Mn1Ti1V3Zr1,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2010.06.012,0.9669838461896731
Co1Fe1Mn1Ti1V1Zr2.6,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2010.06.012,1.0152306797290584
Co1Fe1Mn1Ti2.5V1Zr1,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2010.06.012,0.7929925155296614
Co1Fe1Mn1Ti1V1Zr2.3,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2010.06.012,1.0402767116551463
Co1Fe1Mn1Ti1V2.3Zr1,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2010.06.012,0.9477893989335261
Ti0.4Zr1.6Cr1Mn1Fe1Ni1,HEA,Extracted,298,https://doi.org/10.1016/j.actamat.2022.118117,0.9783261227936076
Co1Fe1Mn1Ti2V1Zr1,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2010.06.012,1.0473189942805592
Cr1Fe1Mn1Ti1V2.0Zr1,HEA,Extracted,278,https://doi.org/10.1016/j.matchemphys.2017.08.008,1.0647107369924282
Cr1Fe1Mn1Ti1V1Zr2.0,HEA,Extracted,278,https://doi.org/10.1016/j.matchemphys.2017.08.008,1.1568811967920856
Co1Fe1Mn1Ti1V1Zr2,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2010.06.012,1.007957920399979
Co1Fe1Mn1Ti1V1Zr1.6,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2010.06.012,1.0043016091968684
Co1Fe1Mn1Ti1V1.6Zr1,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2010.06.012,0.9400072584914712
Co1Fe1Mn1Ti1.5V1Zr1,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2010.06.012,1.0402767116551463
Cr1Fe1.5Mn1Ti1V1Zr1,HEA,Extracted,278,https://doi.org/10.1016/j.matchemphys.2017.08.008,0.9516578757114464
Cr1Fe1Mn1Ti1.5V1Zr1,HEA,Extracted,278,https://doi.org/10.1016/j.matchemphys.2017.08.008,1.0681530811834012
Ti0.8Zr1.2Cr1Mn1Fe1Ni1,HEA,Extracted,298,https://doi.org/10.1016/j.actamat.2022.118117,0.9669838461896731
Ti1.2Zr0.8Cr1Mn1Fe1Ni1,HEA,Extracted,298,https://doi.org/10.1016/j.actamat.2022.118117,0.9001613499442714
Co1Fe1Mn1Ti1V1Zr1.3,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2010.06.012,0.9783261227936076
Co1Fe1Mn1Ti1V1.3Zr1,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2010.06.012,0.9439058989071284
Cr1Fe1Mn0.75Ti1V1Zr1,HEA,Extracted,278,https://doi.org/10.1016/j.matchemphys.2017.08.008,1.0402767116551463
Cr1.25Fe1Mn1Ti1V1Zr1,HEA,Extracted,278,https://doi.org/10.1016/j.matchemphys.2017.08.008,0.9707789171582248
Cr1.67Fe1.67Mn1.67Ti1.67V1.67Zr1.67,HEA,Extracted,278,https://doi.org/10.1016/j.matchemphys.2017.08.008,1.0188473201992472
Zr1.67Ti1.67V1.67Ni1.67Cr1.67Fe1.67,HEA,Extracted,300,https://doi.org/10.1016/j.ijhydene.2019.06.157,0.9555114450274363
Co1.67Fe1.67Mn1.67Ti1.67V1.67Zr1.67,HEA,Extracted,298,https://doi.org/10.1039/d0ra04089d,0.9932517730102833
Ti1.67Zr1.67Cr1.67Mn1.67Fe1.67Ni1.67,HEA,Extracted,303,https://doi.org/10.1016/j.scriptamat.2019.12.009,0.9932517730102833
Ti0.12Zr0.215V0.10Cr0.075Mn0.081Co0.08Ni0.322Sn0.003Al0.004,HEA,Extracted,303,https://doi.org/10.1016/j.ijhydene.2011.06.117,0.9082585601768908
Ti0.12Zr0.215V0.10Cr0.075Mn0.081Fe0.01Co0.07Ni0.322Sn0.003Al0.004,HEA,Extracted,303,https://doi.org/10.1016/j.ijhydene.2011.06.117,0.9242589015233319
Ti0.12Zr0.215V0.10Cr0.075Mn0.081 Fe0.02Co0.06Ni0.322Sn0.003Al0.004,HEA,Extracted,303,https://doi.org/10.1016/j.ijhydene.2011.06.117,0.9122827104766162
Ti0.12Zr0.215V0.10Cr0.075Mn0.081 Fe0.03Co0.05Ni0.322Sn0.003Al0.004,HEA,Extracted,303,https://doi.org/10.1016/j.ijhydene.2011.06.117,0.9242589015233319
Ti0.12Zr0.215V0.10Cr0.075Mn0.081 Fe0.05Co0.03Ni0.322Sn0.003Al0.004,HEA,Extracted,303,https://doi.org/10.1016/j.ijhydene.2011.06.117,0.9282193027394289
Ti0.12Zr0.215V0.10Cr0.075Mn0.081Fe0.04Co0.04Ni0.322Sn0.003Al0.004,HEA,Extracted,303,https://doi.org/10.1016/j.ijhydene.2011.06.117,0.9282193027394289
Mg0.60Co0.40,LEA,Extracted,373,https://doi.org/10.1016/j.jallcom.2004.09.065,1.2947271675944
Mg0.50Co0.50,LEA,Extracted,373,https://doi.org/10.1016/j.jallcom.2004.09.065,1.1346227261911428
Mg0.50Ni0.50,LEA,Extracted,373,https://doi.org/10.1016/j.jallcom.2008.12.067,1.0188473201992472
Ti0.437Cr0.513Mo0.05,LEA,Extracted,626,https://doi.org/10.1016/j.ijhydene.2022.05.241,1.220829921392359
Mg0.50Ni0.45B0.05,LEA,Extracted,373,https://doi.org/10.1016/j.jallcom.2008.12.067,1.0818051703517284
Ti0.54Cr0.63V0.10,LEA,Extracted,626,https://doi.org/10.1016/j.ijhydene.2022.05.241,1.463255402256019
Mg0.50Ni0.40B0.10,LEA,Extracted,373,https://doi.org/10.1016/j.jallcom.2008.12.067,1.0402767116551463
Ti0.414Cr0.486Mo0.10,LEA,Extracted,626,https://doi.org/10.1016/j.ijhydene.2022.05.241,1.252762968495368
Ti0.391Cr0.459Mo0.15,LEA,Extracted,626,https://doi.org/10.1016/j.ijhydene.2022.05.241,1.1786549963416462
Nb0.50Ti0.35Cr0.15,LEA,Extracted,423,https://doi.org/10.1016/j.jallcom.2019.153399,1.2892326482767593
Ti0.32067V0.32067Nb0.3206Ni0.038,MEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2021.158767,1.4279160358107101
Ti0.31777V0.31777Nb0.317Co0.047,MEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2021.158767,1.413423028508143
V0.4775Fe0.1175Ti0.2975Cr0.0975La0.01,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2022.08.021,1.430311246536665
V0.30Ti0.32Cr0.32Fe0.06,MEA,Extracted,298,https://doi.org/10.1016/j.jpowsour.2006.10.097,1.5602476682433286
V0.475Fe0.115Ti0.295Cr0.095La0.02,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2022.08.021,1.4182774069729414
V0.47Fe0.11Ti0.30Cr0.10La0.02,MEA,Extracted,303,https://doi.org/10.1016/j.jallcom.2022.165273,1.4182774069729414
V0.47Fe0.11Ti0.30Cr0.10Ce0.02,MEA,Extracted,303,https://doi.org/10.1016/j.jallcom.2022.165273,1.430311246536665
V0.47Fe0.11Ti0.30Cr0.10Y0.02,MEA,Extracted,303,https://doi.org/10.1016/j.jallcom.2022.165273,1.4838746894587547
V0.47Fe0.11Ti0.30Cr0.10Sc0.02,MEA,Extracted,303,https://doi.org/10.1016/j.jallcom.2022.165273,1.4327007339340463
Ti0.4V0.3Nb0.1Cr0.2,MEA,Extracted,298,https://doi.org/10.1007/s40195-022-01403-9,1.547562508716013
V0.4725Fe0.1125Ti0.2925Cr0.0925La0.03,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2022.08.021,1.3962446919730587
V0.30Ti0.35Cr0.25Fe0.10,MEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2005.12.122,1.528227857008557
V0.35Ti0.30Cr0.25Fe0.10,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2021.06.137,1.4539530095937052
V0.35Ti0.30Cr0.25Mn0.10,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2021.06.137,1.5260563034950492
Al0.10Ti0.30V0.30Nb0.30,MEA,Extracted,298,https://doi.org/10.1016/j.intermet.2022.107590,1.2837077723447896
V0.4675Fe0.1075Ti0.2875Cr0.0875La0.05,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2022.08.021,1.2267122912954254
Ti0.20Zr0.20Hf0.20Nb0.40,MEA,Extracted,573,https://doi.org/10.3390/met11030470,0.9477893989335261
Ti1V1Zr2Nb1,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2019.03.223,1.2809338454620642
V0.2982Ti0.3479Cr0.2485Fe0.0994Al0.006,MEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2005.12.122,1.5216989981260935
Ti0.325V0.275Zr0.125Nb0.275,MEA,Extracted,523,https://doi.org/10.3390/molecules24152799,1.2556160374777743
Ti0.325V0.275Zr0.125Nb0.275,MEA,Extracted,298,https://doi.org/10.3390/molecules24152799,1.297463147413275
V0.297Ti0.3465Cr0.2475Fe0.099Al,MEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2005.12.122,1.5151272329628591
Ti0.5Zr1Nb1Hf1,MEA,Extracted,298,https://doi.org/10.1021/acs.inorgchem.0c03270,1.0188473201992472
Ti1V1Zr1.75Nb1,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2019.03.223,1.247032293786383
Mg0.68Ti1Nb1Ni0.55,MEA,Extracted,373,https://doi.org/10.1016/j.ijhydene.2020.05.069,0.959350221334602
Ti0.28333V0.28333Nb0.283Cr0.15,MEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2021.158767,1.4279160358107101
Ti0.28333V0.28333Nb0.28333Cr0.15,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2021.05.087,1.332366019094335
Ti0.2167V0.2167Nb0.2167Cr0.35,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2021.05.087,1.366091653802371
Ti0.216667V0.216667Nb0.216667Cr0.35,MEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2022.167609,1.33500106673234
Ti3V3Nb2Cr2,MEA,Extracted,298,https://doi.org/10.1007/s40195-022-01403-9,1.4816045409242156
Ti2V3Nb3Cr2,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2019.03.223,1.4350845252893227
Ti1V1Zr1.5Nb1,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2021.06.137,1.2809338454620642
V0.35Ti0.30Cr0.25Fe0.5Mn0.5,MEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2022.167609,1.4883995840570443
Ti0.2333V0.2333Nb0.233Cr0.30,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2019.03.223,1.4011829736136414
Ti1V1Zr1.2Nb1,MEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2015.12.125,1.2837077723447896
V0.498Fe0.102Ti0.1333Cr0.1333Co0.133,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2019.05.214,1.5539252025038417
Ti1Zr1Nb1Ta1,MEA,Extracted,293,https://doi.org/10.1016/j.actamat.2020.116496,0.9820784724121582
Ti1V1Cr1Nb1,MEA,Extracted,373,https://doi.org/10.1016/j.actamat.2019.06.002,1.3987168811184478
Ti1Zr1Nb1Hf1,MEA,Extracted,298,https://doi.org/10.1016/j.actamat.2019.06.002,1.0750024230289759
Ti1V1Zr1Nb1,MEA,Extracted,298,https://doi.org/10.1016/j.actamat.2019.06.002,1.3376291891386096
Ti1V1Nb1Ta1,MEA,Extracted,298,https://doi.org/10.1016/j.actamat.2019.06.002,1.1118575154181303
Ti1V1Nb1Mo1,MEA,Extracted,298,https://doi.org/10.1016/j.actamat.2019.06.002,1.1474024528375417
Ti1V1Cr1Mo1,MEA,Extracted,298,https://doi.org/10.1016/j.actamat.2019.06.002,0.7793248768009976
Ti0.25V0.25Nb0.25Cr0.25,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2021.05.087,1.4085449700547104
Ti1V1Zr1Nb1,MEA,Extracted,298,https://doi.org/10.1021/acs.inorgchem.0c03270,1.3190856114264407
Ti1V1Nb1Hf1,MEA,Extracted,298,https://doi.org/10.1021/acs.inorgchem.0c03270,1.1378330018213911
Ti1Zr1Nb1Hf1,MEA,Extracted,573,https://doi.org/10.1021/acs.inorgchem.0c03270,1.0681530811834012
Ti1V1Nb1Ta1,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2019.03.223,1.1052568313867783
Ti1Zr1Nb1Mo1V1,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2014.02.067,1.247032293786383
V0.2925Ti0.3413Cr0.24375Fe90.75Al0.025,MEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2005.12.122,1.3787660946990992
V0.285Ti0.3325Cr0.2375Fe0.095Al0.05,MEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2005.12.122,0.9932517730102833
V0.498Fe0.102Ti0.12667Cr0.126Co0.1267,MEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2015.12.125,1.5040773967762742
V0.30Ti0.30Cr0.25Fe0.10Nb0.5,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2021.06.137,1.324418957401803
Ti4V3Nb1Cr2Mn1,MEA,Extracted,298,https://doi.org/10.1007/s40195-022-01403-9,1.423108334242607
Ti4V3Nb1Cr2Fe1,MEA,Extracted,298,https://doi.org/10.1007/s40195-022-01403-9,1.501852701754163
Ti4V3Nb1Cr2Ni1,MEA,Extracted,298,https://doi.org/10.1007/s40195-022-01403-9,1.536867219599265
Mg0.12Al0.11Ti0.33Mn0.11Nb0.33,MEA,Extracted,548,https://doi.org/10.1016/j.ijhydene.2021.05.087,1.0116009116784799
Ti1V1Zr0.15Nb1Ta0.85,MEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2019.03.223,1.1085626195212777
Mg0.35Al0.15Ti0.25V0.10Zn0.15,HEA,Extracted,313,https://doi.org/10.1016/j.ijhydene.2022.05.098,1.2499017362143359
Al0.10Ti0.30V0.25Zr0.10Nb0.25,HEA,Extracted,298,https://doi.org/10.3390/molecules26092470,1.2612978709452054
Ti0.30V0.25Zr0.10Nb0.25Ta0.10,HEA,Extracted,373,https://doi.org/10.1016/j.jallcom.2020.155376,1.2612978709452054
Mg0.10Ti0.30V0.25Zr0.10Nb0.25,HEA,Extracted,298,https://doi.org/10.1016/j.scriptamat.2020.113699,1.3164082336557241
Ti1V1Zr0.74Nb1Ta0.26,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2019.03.223,1.2383742310432684
Ti1V1Zr0.5Nb1Ta0.5,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2019.03.223,1.1939224684724346
Ti1V1Zr1Nb1Hf0.5,HEA,Extracted,298,https://doi.org/10.1021/acs.inorgchem.0c03270,1.2178757094949273
Ti1V1Zr0.5Nb1Hf1,HEA,Extracted,298,https://doi.org/10.1021/acs.inorgchem.0c03270,1.1378330018213911
Ti1V1Zr1Nb0.5Hf1,HEA,Extracted,298,https://doi.org/10.1021/acs.inorgchem.0c03270,1.0818051703517284
Ti1V0.5Zr1Nb1Hf1,HEA,Extracted,298,https://doi.org/10.1021/acs.inorgchem.0c03270,1.0986122886681098
Ti1Hf1Zr1Nb0.9V1.1,HEA,Extracted,298,https://doi.org/10.3390/molecules27031054,1.1939224684724346
Mg0.188V0.208Al0.188Cr0.202Ni0.214,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2020.10.106,0.262364264467491
Hf1Nb1Ti1V1Zr1,HEA,Extracted,563,https://doi.org/10.1021/acs.inorgchem.7b03004,1.1085626195212777
Ti1Zr1Hf1Mo1Nb1,HEA,Extracted,373,https://doi.org/10.3390/nano9020248,0.7793248768009976
Ti1V1Zr1Hf1Nb1,HEA,Extracted,573,https://doi.org/10.1016/j.jallcom.2021.158615,1.1474024528375417
Ta1Nb1Hf1Zr1Ti1,HEA,Extracted,773,https://doi.org/10.1016/j.intermet.2020.107077,0.8754687373538999
Al1Cr1Fe1Mn1Ni1W1,HEA,Extracted,298,https://doi.org/10.1016/j.ijhydene.2019.08.113,0.35767444427181594
Ti1V1Cr1Nb1Ta1,HEA,Extracted,298,https://doi.org/10.1016/j.actamat.2019.06.002,1.1410330045520618
Ti1V1Cr1Nb1Mo1,HEA,Extracted,298,https://doi.org/10.1016/j.actamat.2019.06.002,1.0715836162801904
Mg1Al1Ti1Fe1Ni1,HEA,Extracted,598,https://doi.org/10.1016/j.jallcom.2020.158357,0.6931471805599453
Ti1Zr1Nb1Hf1Ta1,HEA,Extracted,573,https://doi.org/10.1016/j.jallcom.2018.10.108,1.0152306797290584
Ti1V1Zr1Nb1Hf1,HEA,Extracted,298,https://doi.org/10.1021/acs.inorgchem.0c03270,1.1410330045520618
Ti1V1Zr1Nb1Ta1,HEA,Extracted,298,https://doi.org/10.1016/j.jallcom.2022.163638,0.9555114450274363
Ti1V1Zr1Nb1Hf1,HEA,Extracted,572,https://doi.org/10.1038/srep36770,1.297463147413275
Ti1Zr1Hf1Mo1Nb1Pt0.0025,HEA,Extracted,293,https://doi.org/10.1016/j.jallcom.2022.164150,1.0116009116784799
Ti1Zr1Hf1Mo1Nb1Pd0.0025,HEA,Extracted,293,https://doi.org/10.1016/j.jallcom.2022.164150,1.0152306797290584
Mg1Zr1Ti1Fe0.5Co0.5Ni0.5,HEA,Extracted,623,https://doi.org/10.1016/j.ijhydene.2017.11.106,0.7884573603642702
Mg1Ti1Nb1Cr0.5Mn0.5Ni0.5,HEA,Extracted,373,https://doi.org/10.1016/j.ijhydene.2020.05.069,0.9555114450274363
